,studentID,Gender,School,Term,Subject,RitScore,Grade,Teacher,istepScore
865,72.0,1.0,School A,Fall 2017-2018,Reading,174.0,3,Smith,485.0
866,72.0,1.0,School A,Fall 2018-2019,Mathematics,218.0,4,Taylor,460.0
867,72.0,1.0,School A,Fall 2018-2019,Reading,205.0,4,Taylor,492.0
868,72.0,1.0,School A,Winter 2017-2018,Mathematics,204.04006478837098,3,Smith,463.0
869,72.0,1.0,School A,Winter 2017-2018,Reading,194.0,3,Smith,485.0
870,72.0,1.0,School A,Winter 2018-2019,Mathematics,201.0,4,Taylor,460.0
871,72.0,1.0,School A,Winter 2018-2019,Reading,209.29216735399913,4,Taylor,492.0
872,72.0,1.0,School A,Spring 2017-2018,Mathematics,209.34306067244694,3,Smith,463.0
873,72.0,1.0,School A,Spring 2017-2018,Reading,167.0,3,Smith,485.0
874,72.0,1.0,School A,Spring 2018-2019,Mathematics,200.0,4,Taylor,460.0
875,72.0,1.0,School A,Spring 2018-2019,Reading,210.86328311839614,4,Taylor,492.0
876,73.0,1.0,School B,Fall 2017-2018,Mathematics,200.0,3,Williams,444.0
877,73.0,1.0,School B,Fall 2017-2018,Reading,191.0,3,Williams,447.0
878,73.0,1.0,School B,Fall 2018-2019,Mathematics,190.0,4,White,465.0
879,73.0,1.0,School B,Fall 2018-2019,Reading,217.0,4,White,484.0
880,73.0,1.0,School B,Winter 2017-2018,Mathematics,207.77493955059936,3,Williams,444.0
881,73.0,1.0,School B,Winter 2017-2018,Reading,179.0,3,Williams,447.0
882,73.0,1.0,School B,Winter 2018-2019,Mathematics,229.0,4,White,465.0
883,73.0,1.0,School B,Winter 2018-2019,Reading,222.2724254718501,4,White,484.0
884,73.0,1.0,School B,Spring 2017-2018,Mathematics,213.21181440198976,3,Williams,444.0
885,73.0,1.0,School B,Spring 2017-2018,Reading,183.0,3,Williams,447.0
886,73.0,1.0,School B,Spring 2018-2019,Mathematics,185.0,4,White,465.0
887,73.0,1.0,School B,Spring 2018-2019,Reading,224.71511499564073,4,White,484.0
888,74.0,0.0,School C,Fall 2017-2018,Mathematics,196.0,3,Rhodes,452.0
889,74.0,0.0,School C,Fall 2017-2018,Reading,174.0,3,Rhodes,467.0
890,74.0,0.0,School C,Fall 2018-2019,Mathematics,218.0,4,Moore,497.0
891,74.0,0.0,School C,Fall 2018-2019,Reading,206.0,4,Moore,455.0
892,74.0,0.0,School C,Winter 2017-2018,Mathematics,201.83547821247734,3,Rhodes,452.0
893,74.0,0.0,School C,Winter 2017-2018,Reading,178.0,3,Rhodes,467.0
894,74.0,0.0,School C,Winter 2018-2019,Mathematics,194.0,4,Moore,497.0
895,74.0,0.0,School C,Winter 2018-2019,Reading,210.4017661885215,4,Moore,455.0
896,74.0,0.0,School C,Spring 2017-2018,Mathematics,209.6883609921988,3,Rhodes,452.0
897,74.0,0.0,School C,Spring 2017-2018,Reading,180.0,3,Rhodes,467.0
898,74.0,0.0,School C,Spring 2018-2019,Mathematics,209.0,4,Moore,497.0
899,74.0,0.0,School C,Spring 2018-2019,Reading,215.02046231464922,4,Moore,455.0
900,75.0,1.0,School A,Fall 2017-2018,Mathematics,186.0,3,Jones,471.0
901,75.0,1.0,School A,Fall 2017-2018,Reading,178.0,3,Jones,459.0
902,75.0,1.0,School A,Fall 2018-2019,Mathematics,215.0,4,Taylor,532.0
903,75.0,1.0,School A,Fall 2018-2019,Reading,188.0,4,Taylor,472.0
904,75.0,1.0,School A,Winter 2017-2018,Mathematics,194.2859723109872,3,Jones,471.0
905,75.0,1.0,School A,Winter 2017-2018,Reading,191.0,3,Jones,459.0
906,75.0,1.0,School A,Winter 2018-2019,Mathematics,215.0,4,Taylor,532.0
907,75.0,1.0,School A,Winter 2018-2019,Reading,193.7456598283608,4,Taylor,472.0
908,75.0,1.0,School A,Spring 2017-2018,Mathematics,199.0537518742504,3,Jones,471.0
909,75.0,1.0,School A,Spring 2017-2018,Reading,168.0,3,Jones,459.0
910,75.0,1.0,School A,Spring 2018-2019,Mathematics,236.0,4,Taylor,532.0
911,75.0,1.0,School A,Spring 2018-2019,Reading,195.303956904434,4,Taylor,472.0
912,76.0,1.0,School B,Fall 2017-2018,Mathematics,198.0,3,Schaffer,465.0
913,76.0,1.0,School B,Fall 2017-2018,Reading,194.0,3,Schaffer,464.0
914,76.0,1.0,School B,Fall 2018-2019,Mathematics,188.0,4,Davis,500.0
915,76.0,1.0,School B,Fall 2018-2019,Reading,233.0,4,Davis,480.0
916,76.0,1.0,School B,Winter 2017-2018,Mathematics,204.0201854517058,3,Schaffer,465.0
917,76.0,1.0,School B,Winter 2017-2018,Reading,185.0,3,Schaffer,464.0
918,76.0,1.0,School B,Winter 2018-2019,Mathematics,201.0,4,Davis,500.0
919,76.0,1.0,School B,Winter 2018-2019,Reading,240.1471649876225,4,Davis,480.0
920,76.0,1.0,School B,Spring 2017-2018,Mathematics,210.87951748254264,3,Schaffer,465.0
921,76.0,1.0,School B,Spring 2017-2018,Reading,178.0,3,Schaffer,464.0
922,76.0,1.0,School B,Spring 2018-2019,Mathematics,209.0,4,Davis,500.0
923,76.0,1.0,School B,Spring 2018-2019,Reading,239.98713575234413,4,Davis,480.0
924,77.0,0.0,School C,Fall 2017-2018,Mathematics,192.0,3,Rhodes,442.0
925,77.0,0.0,School C,Fall 2017-2018,Reading,176.0,3,Rhodes,462.0
926,77.0,0.0,School C,Fall 2018-2019,Mathematics,195.0,4,Walker,509.0
927,77.0,0.0,School C,Fall 2018-2019,Reading,195.0,4,Walker,493.0
928,77.0,0.0,School C,Winter 2017-2018,Mathematics,198.8385838678917,3,Rhodes,442.0
929,77.0,0.0,School C,Winter 2017-2018,Reading,203.0,3,Rhodes,462.0
930,77.0,0.0,School C,Winter 2018-2019,Mathematics,211.0,4,Walker,509.0
931,77.0,0.0,School C,Winter 2018-2019,Reading,200.7539998378563,4,Walker,493.0
932,77.0,0.0,School C,Spring 2017-2018,Mathematics,203.69449232831877,3,Rhodes,442.0
933,77.0,0.0,School C,Spring 2017-2018,Reading,199.0,3,Rhodes,462.0
934,77.0,0.0,School C,Spring 2018-2019,Mathematics,204.0,4,Walker,509.0
935,77.0,0.0,School C,Spring 2018-2019,Reading,201.74503568896176,4,Walker,493.0
936,78.0,0.0,School A,Fall 2017-2018,Mathematics,194.0,3,Jones,465.0
937,78.0,0.0,School A,Fall 2017-2018,Reading,192.0,3,Jones,482.0
938,78.0,0.0,School A,Fall 2018-2019,Mathematics,192.0,4,Brown,517.0
939,78.0,0.0,School A,Fall 2018-2019,Reading,175.0,4,Brown,487.0
940,78.0,0.0,School A,Winter 2017-2018,Mathematics,201.48174905914846,3,Jones,465.0
941,78.0,0.0,School A,Winter 2017-2018,Reading,229.0,3,Jones,482.0
942,78.0,0.0,School A,Winter 2018-2019,Mathematics,227.0,4,Brown,517.0
943,78.0,0.0,School A,Winter 2018-2019,Reading,179.5215586646548,4,Brown,487.0
944,78.0,0.0,School A,Spring 2017-2018,Mathematics,207.8592173909844,3,Jones,465.0
945,78.0,0.0,School A,Spring 2017-2018,Reading,206.0,3,Jones,482.0
946,78.0,0.0,School A,Spring 2018-2019,Mathematics,202.0,4,Brown,517.0
947,78.0,0.0,School A,Spring 2018-2019,Reading,182.60253775353988,4,Brown,487.0
948,79.0,0.0,School B,Fall 2017-2018,Mathematics,203.0,3,Roberts,498.0
949,79.0,0.0,School B,Fall 2017-2018,Reading,193.0,3,Roberts,463.0
950,79.0,0.0,School B,Fall 2018-2019,Mathematics,205.0,4,Davis,489.0
951,79.0,0.0,School B,Fall 2018-2019,Reading,197.0,4,Davis,463.0
952,79.0,0.0,School B,Winter 2017-2018,Mathematics,211.61485945887188,3,Roberts,498.0
953,79.0,0.0,School B,Winter 2017-2018,Reading,189.0,3,Roberts,463.0
954,79.0,0.0,School B,Winter 2018-2019,Mathematics,211.0,4,Davis,489.0
955,79.0,0.0,School B,Winter 2018-2019,Reading,202.57744504132623,4,Davis,463.0
956,79.0,0.0,School B,Spring 2017-2018,Mathematics,215.88053777528052,3,Roberts,498.0
957,79.0,0.0,School B,Spring 2017-2018,Reading,205.0,3,Roberts,463.0
958,79.0,0.0,School B,Spring 2018-2019,Mathematics,196.0,4,Davis,489.0
959,79.0,0.0,School B,Spring 2018-2019,Reading,203.94035002913031,4,Davis,463.0
960,80.0,1.0,School C,Fall 2017-2018,Mathematics,184.0,3,Johnson,459.0
961,80.0,1.0,School C,Fall 2017-2018,Reading,149.0,3,Johnson,458.0
962,80.0,1.0,School C,Fall 2018-2019,Mathematics,181.0,4,Hill,504.0
963,80.0,1.0,School C,Fall 2018-2019,Reading,225.0,4,Hill,465.0
964,80.0,1.0,School C,Winter 2017-2018,Mathematics,190.55550210617452,3,Johnson,459.0
965,80.0,1.0,School C,Winter 2017-2018,Reading,193.0,3,Johnson,458.0
966,80.0,1.0,School C,Winter 2018-2019,Mathematics,212.0,4,Hill,504.0
967,80.0,1.0,School C,Winter 2018-2019,Reading,231.4551172598764,4,Hill,465.0
968,80.0,1.0,School C,Spring 2017-2018,Mathematics,197.55222345910147,3,Johnson,459.0
969,80.0,1.0,School C,Spring 2017-2018,Reading,215.0,3,Johnson,458.0
970,80.0,1.0,School C,Spring 2018-2019,Mathematics,202.0,4,Hill,504.0
971,80.0,1.0,School C,Spring 2018-2019,Reading,231.5551489805295,4,Hill,465.0
972,81.0,0.0,School A,Fall 2017-2018,Mathematics,194.0,3,Jones,413.0
973,81.0,0.0,School A,Fall 2017-2018,Reading,187.0,3,Jones,483.0
974,81.0,0.0,School A,Fall 2018-2019,Mathematics,209.0,4,Taylor,501.0
975,81.0,0.0,School A,Fall 2018-2019,Reading,219.0,4,Taylor,481.0
976,81.0,0.0,School A,Winter 2017-2018,Mathematics,200.34914510195816,3,Jones,413.0
977,81.0,0.0,School A,Winter 2017-2018,Reading,170.0,3,Jones,483.0
978,81.0,0.0,School A,Winter 2018-2019,Mathematics,199.0,4,Taylor,501.0
979,81.0,0.0,School A,Winter 2018-2019,Reading,224.70958580686153,4,Taylor,481.0
980,81.0,0.0,School A,Spring 2017-2018,Mathematics,207.00994346784947,3,Jones,413.0
981,81.0,0.0,School A,Spring 2017-2018,Reading,181.0,3,Jones,483.0
982,81.0,0.0,School A,Spring 2018-2019,Mathematics,217.0,4,Taylor,501.0
983,81.0,0.0,School A,Spring 2018-2019,Reading,225.87807439202058,4,Taylor,481.0
984,82.0,0.0,School B,Fall 2017-2018,Mathematics,185.0,3,Williams,442.0
985,82.0,0.0,School B,Fall 2017-2018,Reading,189.0,3,Williams,458.0
986,82.0,0.0,School B,Fall 2018-2019,Mathematics,214.0,4,Davis,490.0
987,82.0,0.0,School B,Fall 2018-2019,Reading,210.0,4,Davis,490.0
988,82.0,0.0,School B,Winter 2017-2018,Mathematics,192.50744219022008,3,Williams,442.0
989,82.0,0.0,School B,Winter 2017-2018,Reading,194.0,3,Williams,458.0
990,82.0,0.0,School B,Winter 2018-2019,Mathematics,220.0,4,Davis,490.0
991,82.0,0.0,School B,Winter 2018-2019,Reading,215.0032786211188,4,Davis,490.0
992,82.0,0.0,School B,Spring 2017-2018,Mathematics,199.07489332334734,3,Williams,442.0
993,82.0,0.0,School B,Spring 2017-2018,Reading,194.0,3,Williams,458.0
994,82.0,0.0,School B,Spring 2018-2019,Mathematics,213.0,4,Davis,490.0
995,82.0,0.0,School B,Spring 2018-2019,Reading,218.0549502969029,4,Davis,490.0
996,83.0,0.0,School C,Fall 2017-2018,Mathematics,189.0,3,Johnson,435.0
997,83.0,0.0,School C,Fall 2017-2018,Reading,194.0,3,Johnson,476.0
998,83.0,0.0,School C,Fall 2018-2019,Mathematics,229.0,4,Walker,494.0
999,83.0,0.0,School C,Fall 2018-2019,Reading,197.0,4,Walker,481.0
1000,83.0,0.0,School C,Winter 2017-2018,Mathematics,197.1865975874392,3,Johnson,435.0
1001,83.0,0.0,School C,Winter 2017-2018,Reading,223.0,3,Johnson,476.0
1002,83.0,0.0,School C,Winter 2018-2019,Mathematics,205.0,4,Walker,494.0
1003,83.0,0.0,School C,Winter 2018-2019,Reading,202.35199228231107,4,Walker,481.0
1004,83.0,0.0,School C,Spring 2017-2018,Mathematics,201.8254907774875,3,Johnson,435.0
1005,83.0,0.0,School C,Spring 2017-2018,Reading,202.0,3,Johnson,476.0
1006,83.0,0.0,School C,Spring 2018-2019,Mathematics,222.0,4,Walker,494.0
1007,83.0,0.0,School C,Spring 2018-2019,Reading,204.97188453304307,4,Walker,481.0
1008,84.0,0.0,School A,Fall 2017-2018,Mathematics,193.0,3,Jones,442.0
1009,84.0,0.0,School A,Fall 2017-2018,Reading,212.0,3,Jones,493.0
1010,84.0,0.0,School A,Fall 2018-2019,Mathematics,214.0,4,Brown,478.0
1011,84.0,0.0,School A,Fall 2018-2019,Reading,202.0,4,Brown,475.0
1012,84.0,0.0,School A,Winter 2017-2018,Mathematics,201.36818719648235,3,Jones,442.0
1013,84.0,0.0,School A,Winter 2017-2018,Reading,182.0,3,Jones,493.0
1014,84.0,0.0,School A,Winter 2018-2019,Mathematics,217.0,4,Brown,478.0
1015,84.0,0.0,School A,Winter 2018-2019,Reading,207.19630516183952,4,Brown,475.0
1016,84.0,0.0,School A,Spring 2017-2018,Mathematics,206.32051354554525,3,Jones,442.0
1017,84.0,0.0,School A,Spring 2017-2018,Reading,202.0,3,Jones,493.0
1018,84.0,0.0,School A,Spring 2018-2019,Mathematics,217.0,4,Brown,478.0
1019,84.0,0.0,School A,Spring 2018-2019,Reading,209.77025670759053,4,Brown,475.0
1020,85.0,0.0,School B,Fall 2017-2018,Mathematics,188.0,3,Williams,464.0
1021,85.0,0.0,School B,Fall 2017-2018,Reading,178.0,3,Williams,481.0
1022,85.0,0.0,School B,Fall 2018-2019,Mathematics,207.0,4,Clark,482.0
1023,85.0,0.0,School B,Fall 2018-2019,Reading,219.0,4,Clark,491.0
1024,85.0,0.0,School B,Winter 2017-2018,Mathematics,195.9441225407486,3,Williams,464.0
1025,85.0,0.0,School B,Winter 2017-2018,Reading,197.0,3,Williams,481.0
1026,85.0,0.0,School B,Winter 2018-2019,Mathematics,221.0,4,Clark,482.0
1027,85.0,0.0,School B,Winter 2018-2019,Reading,225.32881559509053,4,Clark,491.0
1028,85.0,0.0,School B,Spring 2017-2018,Mathematics,201.0304666031425,3,Williams,464.0
1029,85.0,0.0,School B,Spring 2017-2018,Reading,171.0,3,Williams,481.0
1030,85.0,0.0,School B,Spring 2018-2019,Mathematics,211.0,4,Clark,482.0
1031,85.0,0.0,School B,Spring 2018-2019,Reading,224.96248917434804,4,Clark,491.0
1032,86.0,0.0,School C,Fall 2017-2018,Mathematics,198.0,3,Johnson,468.0
1033,86.0,0.0,School C,Fall 2017-2018,Reading,187.0,3,Johnson,459.0
1034,86.0,0.0,School C,Fall 2018-2019,Mathematics,204.0,4,Moore,504.0
1035,86.0,0.0,School C,Fall 2018-2019,Reading,190.0,4,Moore,471.0
1036,86.0,0.0,School C,Winter 2017-2018,Mathematics,205.03840856866242,3,Johnson,468.0
1037,86.0,0.0,School C,Winter 2017-2018,Reading,196.0,3,Johnson,459.0
1038,86.0,0.0,School C,Winter 2018-2019,Mathematics,233.0,4,Moore,504.0
1039,86.0,0.0,School C,Winter 2018-2019,Reading,195.96373014076477,4,Moore,471.0
1040,86.0,0.0,School C,Spring 2017-2018,Mathematics,209.94203609700685,3,Johnson,468.0
1041,86.0,0.0,School C,Spring 2017-2018,Reading,194.0,3,Johnson,459.0
1042,86.0,0.0,School C,Spring 2018-2019,Mathematics,189.0,4,Moore,504.0
1043,86.0,0.0,School C,Spring 2018-2019,Reading,197.1379445056466,4,Moore,471.0
1044,87.0,0.0,School A,Fall 2017-2018,Mathematics,180.0,3,Jones,453.0
1045,87.0,0.0,School A,Fall 2017-2018,Reading,221.0,3,Jones,457.0
1046,87.0,0.0,School A,Fall 2018-2019,Mathematics,199.0,4,Wilson,497.0
1047,87.0,0.0,School A,Fall 2018-2019,Reading,203.0,4,Wilson,482.0
1048,87.0,0.0,School A,Winter 2017-2018,Mathematics,185.89617831511794,3,Jones,453.0
1049,87.0,0.0,School A,Winter 2017-2018,Reading,196.0,3,Jones,457.0
1050,87.0,0.0,School A,Winter 2018-2019,Mathematics,181.0,4,Wilson,497.0
1051,87.0,0.0,School A,Winter 2018-2019,Reading,208.41209662573888,4,Wilson,482.0
1052,87.0,0.0,School A,Spring 2017-2018,Mathematics,193.34678369745723,3,Jones,453.0
1053,87.0,0.0,School A,Spring 2017-2018,Reading,197.0,3,Jones,457.0
1054,87.0,0.0,School A,Spring 2018-2019,Mathematics,226.0,4,Wilson,497.0
1055,87.0,0.0,School A,Spring 2018-2019,Reading,210.86390458775622,4,Wilson,482.0
1056,88.0,0.0,School B,Fall 2017-2018,Mathematics,189.0,3,Schaffer,468.0
1057,88.0,0.0,School B,Fall 2017-2018,Reading,199.0,3,Schaffer,475.0
1058,88.0,0.0,School B,Fall 2018-2019,Mathematics,214.0,4,Davis,495.0
1059,88.0,0.0,School B,Fall 2018-2019,Reading,203.0,4,Davis,473.0
1060,88.0,0.0,School B,Winter 2017-2018,Mathematics,195.30534184930664,3,Schaffer,468.0
1061,88.0,0.0,School B,Winter 2017-2018,Reading,186.0,3,Schaffer,475.0
1062,88.0,0.0,School B,Winter 2018-2019,Mathematics,205.0,4,Davis,495.0
1063,88.0,0.0,School B,Winter 2018-2019,Reading,208.40765189256678,4,Davis,473.0
1064,88.0,0.0,School B,Spring 2017-2018,Mathematics,202.61683511849336,3,Schaffer,468.0
1065,88.0,0.0,School B,Spring 2017-2018,Reading,176.0,3,Schaffer,475.0
1066,88.0,0.0,School B,Spring 2018-2019,Mathematics,181.0,4,Davis,495.0
1067,88.0,0.0,School B,Spring 2018-2019,Reading,210.78866185174326,4,Davis,473.0
1068,89.0,0.0,School C,Fall 2017-2018,Mathematics,185.0,3,Johnson,437.0
1069,89.0,0.0,School C,Fall 2017-2018,Reading,191.0,3,Johnson,458.0
1070,89.0,0.0,School C,Fall 2018-2019,Mathematics,215.0,4,Walker,458.0
1071,89.0,0.0,School C,Fall 2018-2019,Reading,212.0,4,Walker,512.0
1072,89.0,0.0,School C,Winter 2017-2018,Mathematics,193.67395191065086,3,Johnson,437.0
1073,89.0,0.0,School C,Winter 2017-2018,Reading,196.0,3,Johnson,458.0
1074,89.0,0.0,School C,Winter 2018-2019,Mathematics,214.0,4,Walker,458.0
1075,89.0,0.0,School C,Winter 2018-2019,Reading,218.4548019581524,4,Walker,512.0
1076,89.0,0.0,School C,Spring 2017-2018,Mathematics,197.49141214204016,3,Johnson,437.0
1077,89.0,0.0,School C,Spring 2017-2018,Reading,203.0,3,Johnson,458.0
1078,89.0,0.0,School C,Spring 2018-2019,Mathematics,215.0,4,Walker,458.0
1079,89.0,0.0,School C,Spring 2018-2019,Reading,220.88599468162587,4,Walker,512.0
1080,90.0,1.0,School A,Fall 2017-2018,Mathematics,175.0,3,Jones,452.0
1081,90.0,1.0,School A,Fall 2017-2018,Reading,183.0,3,Jones,473.0
1082,90.0,1.0,School A,Fall 2018-2019,Mathematics,177.0,4,Brown,511.0
1083,90.0,1.0,School A,Fall 2018-2019,Reading,181.0,4,Brown,479.0
1084,90.0,1.0,School A,Winter 2017-2018,Mathematics,181.48512153725645,3,Jones,452.0
1085,90.0,1.0,School A,Winter 2017-2018,Reading,207.0,3,Jones,473.0
1086,90.0,1.0,School A,Winter 2018-2019,Mathematics,195.0,4,Brown,511.0
1087,90.0,1.0,School A,Winter 2018-2019,Reading,186.55399350884448,4,Brown,479.0
1088,90.0,1.0,School A,Spring 2017-2018,Mathematics,187.54994651591576,3,Jones,452.0
1089,90.0,1.0,School A,Spring 2017-2018,Reading,203.0,3,Jones,473.0
1090,90.0,1.0,School A,Spring 2018-2019,Mathematics,225.0,4,Brown,511.0
1091,90.0,1.0,School A,Spring 2018-2019,Reading,188.98534666137905,4,Brown,479.0
1092,91.0,0.0,School B,Fall 2017-2018,Mathematics,208.0,3,Schaffer,487.0
1093,91.0,0.0,School B,Fall 2017-2018,Reading,183.0,3,Schaffer,451.0
1094,91.0,0.0,School B,Fall 2018-2019,Mathematics,223.0,4,Davis,473.0
1095,91.0,0.0,School B,Fall 2018-2019,Reading,193.0,4,Davis,493.0
1096,91.0,0.0,School B,Winter 2017-2018,Mathematics,217.75091227862964,3,Schaffer,487.0
1097,91.0,0.0,School B,Winter 2017-2018,Reading,221.0,3,Schaffer,451.0
1098,91.0,0.0,School B,Winter 2018-2019,Mathematics,236.0,4,Davis,473.0
1099,91.0,0.0,School B,Winter 2018-2019,Reading,199.4320083750344,4,Davis,493.0
1100,91.0,0.0,School B,Spring 2017-2018,Mathematics,221.1422983526862,3,Schaffer,487.0
1101,91.0,0.0,School B,Spring 2017-2018,Reading,222.0,3,Schaffer,451.0
1102,91.0,0.0,School B,Spring 2018-2019,Mathematics,200.0,4,Davis,473.0
1103,91.0,0.0,School B,Spring 2018-2019,Reading,200.42315132503222,4,Davis,493.0
1104,92.0,0.0,School C,Fall 2017-2018,Mathematics,197.0,3,Davis,448.0
1105,92.0,0.0,School C,Fall 2017-2018,Reading,194.0,3,Davis,478.0
1106,92.0,0.0,School C,Fall 2018-2019,Mathematics,216.0,4,Moore,487.0
1107,92.0,0.0,School C,Fall 2018-2019,Reading,194.0,4,Moore,475.0
1108,92.0,0.0,School C,Winter 2017-2018,Mathematics,206.80824208830032,3,Davis,448.0
1109,92.0,0.0,School C,Winter 2017-2018,Reading,194.0,3,Davis,478.0
1110,92.0,0.0,School C,Winter 2018-2019,Mathematics,217.0,4,Moore,487.0
1111,92.0,0.0,School C,Winter 2018-2019,Reading,199.36366031195237,4,Moore,475.0
1112,92.0,0.0,School C,Spring 2017-2018,Mathematics,208.41168105249682,3,Davis,448.0
1113,92.0,0.0,School C,Spring 2017-2018,Reading,198.0,3,Davis,478.0
1114,92.0,0.0,School C,Spring 2018-2019,Mathematics,205.0,4,Moore,487.0
1115,92.0,0.0,School C,Spring 2018-2019,Reading,201.8552356418907,4,Moore,475.0
1116,93.0,1.0,School A,Fall 2017-2018,Mathematics,182.0,3,Jones,487.0
1117,93.0,1.0,School A,Fall 2017-2018,Reading,197.0,3,Jones,478.0
1118,93.0,1.0,School A,Fall 2018-2019,Mathematics,218.0,4,Taylor,491.0
1119,93.0,1.0,School A,Fall 2018-2019,Reading,210.0,4,Taylor,480.0
1120,93.0,1.0,School A,Winter 2017-2018,Mathematics,190.18459722329527,3,Jones,487.0
1121,93.0,1.0,School A,Winter 2017-2018,Reading,210.0,3,Jones,478.0
1122,93.0,1.0,School A,Winter 2018-2019,Mathematics,215.0,4,Taylor,491.0
1123,93.0,1.0,School A,Winter 2018-2019,Reading,215.8864126571473,4,Taylor,480.0
1124,93.0,1.0,School A,Spring 2017-2018,Mathematics,195.55004684030916,3,Jones,487.0
1125,93.0,1.0,School A,Spring 2017-2018,Reading,216.0,3,Jones,478.0
1126,93.0,1.0,School A,Spring 2018-2019,Mathematics,220.0,4,Taylor,491.0
1127,93.0,1.0,School A,Spring 2018-2019,Reading,218.36899986492386,4,Taylor,480.0
1128,94.0,1.0,School B,Fall 2017-2018,Mathematics,209.0,3,Roberts,487.0
1129,94.0,1.0,School B,Fall 2017-2018,Reading,195.0,3,Roberts,472.0
1130,94.0,1.0,School B,Fall 2018-2019,Mathematics,199.0,4,Clark,501.0
1131,94.0,1.0,School B,Fall 2018-2019,Reading,197.0,4,Clark,461.0
1132,94.0,1.0,School B,Winter 2017-2018,Mathematics,219.2047896854602,3,Roberts,487.0
1133,94.0,1.0,School B,Winter 2017-2018,Reading,181.0,3,Roberts,472.0
1134,94.0,1.0,School B,Winter 2018-2019,Mathematics,198.0,4,Clark,501.0
1135,94.0,1.0,School B,Winter 2018-2019,Reading,203.45337036558806,4,Clark,461.0
1136,94.0,1.0,School B,Spring 2017-2018,Mathematics,221.720654246955,3,Roberts,487.0
1137,94.0,1.0,School B,Spring 2017-2018,Reading,226.0,3,Roberts,472.0
1138,94.0,1.0,School B,Spring 2018-2019,Mathematics,198.0,4,Clark,501.0
1139,94.0,1.0,School B,Spring 2018-2019,Reading,204.14367760425841,4,Clark,461.0
1140,95.0,1.0,School C,Fall 2017-2018,Mathematics,210.0,3,Johnson,490.0
1141,95.0,1.0,School C,Fall 2017-2018,Reading,187.0,3,Johnson,443.0
1142,95.0,1.0,School C,Fall 2018-2019,Mathematics,188.0,4,Walker,504.0
1143,95.0,1.0,School C,Fall 2018-2019,Reading,207.0,4,Walker,479.0
1144,95.0,1.0,School C,Winter 2017-2018,Mathematics,217.6904659430612,3,Johnson,490.0
1145,95.0,1.0,School C,Winter 2017-2018,Reading,196.0,3,Johnson,443.0
1146,95.0,1.0,School C,Winter 2018-2019,Mathematics,218.0,4,Walker,504.0
1147,95.0,1.0,School C,Winter 2018-2019,Reading,210.27008587381096,4,Walker,479.0
1148,95.0,1.0,School C,Spring 2017-2018,Mathematics,222.60630225502769,3,Johnson,490.0
1149,95.0,1.0,School C,Spring 2017-2018,Reading,214.0,3,Johnson,443.0
1150,95.0,1.0,School C,Spring 2018-2019,Mathematics,190.0,4,Walker,504.0
1151,95.0,1.0,School C,Spring 2018-2019,Reading,213.4538815003305,4,Walker,479.0
1152,96.0,1.0,School A,Fall 2017-2018,Mathematics,189.0,3,Jones,477.0
1153,96.0,1.0,School A,Fall 2017-2018,Reading,194.0,3,Jones,443.0
1154,96.0,1.0,School A,Fall 2018-2019,Mathematics,198.0,4,Brown,476.0
1155,96.0,1.0,School A,Fall 2018-2019,Reading,211.0,4,Brown,474.0
1156,96.0,1.0,School A,Winter 2017-2018,Mathematics,195.88892065908928,3,Jones,477.0
1157,96.0,1.0,School A,Winter 2017-2018,Reading,210.0,3,Jones,443.0
1158,96.0,1.0,School A,Winter 2018-2019,Mathematics,198.0,4,Brown,476.0
1159,96.0,1.0,School A,Winter 2018-2019,Reading,215.992036471673,4,Brown,474.0
1160,96.0,1.0,School A,Spring 2017-2018,Mathematics,201.88000282664794,3,Jones,477.0
1161,96.0,1.0,School A,Spring 2017-2018,Reading,187.0,3,Jones,443.0
1162,96.0,1.0,School A,Spring 2018-2019,Mathematics,200.0,4,Brown,476.0
1163,96.0,1.0,School A,Spring 2018-2019,Reading,218.4848098912758,4,Brown,474.0
1164,97.0,0.0,School B,Fall 2017-2018,Mathematics,186.0,3,Schaffer,475.0
1165,97.0,0.0,School B,Fall 2017-2018,Reading,176.0,3,Schaffer,461.0
1166,97.0,0.0,School B,Fall 2018-2019,Mathematics,205.0,4,White,520.0
1167,97.0,0.0,School B,Fall 2018-2019,Reading,212.0,4,White,482.0
1168,97.0,0.0,School B,Winter 2017-2018,Mathematics,194.7145514926631,3,Schaffer,475.0
1169,97.0,0.0,School B,Winter 2017-2018,Reading,201.0,3,Schaffer,461.0
1170,97.0,0.0,School B,Winter 2018-2019,Mathematics,220.0,4,White,520.0
1171,97.0,0.0,School B,Winter 2018-2019,Reading,216.47134161485988,4,White,482.0
1172,97.0,0.0,School B,Spring 2017-2018,Mathematics,199.09601346810052,3,Schaffer,475.0
1173,97.0,0.0,School B,Spring 2017-2018,Reading,195.0,3,Schaffer,461.0
1174,97.0,0.0,School B,Spring 2018-2019,Mathematics,206.0,4,White,520.0
1175,97.0,0.0,School B,Spring 2018-2019,Reading,220.48051245342788,4,White,482.0
1176,98.0,0.0,School C,Fall 2017-2018,Mathematics,201.0,3,Johnson,453.0
1177,98.0,0.0,School C,Fall 2017-2018,Reading,215.0,3,Johnson,456.0
1178,98.0,0.0,School C,Fall 2018-2019,Mathematics,194.0,4,Moore,471.0
1179,98.0,0.0,School C,Fall 2018-2019,Reading,170.0,4,Moore,481.0
